Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Question Type
Questions,Normal Game,Kim is more likely than Jay to downplay how tired she is,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to talk himself into trouble,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to give a look that says everything,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to need reassurance,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to hide when she needs reassurance,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to overpromise,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to expect follow-through,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get distracted by a random idea,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to bring the conversation back on track,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be too honest at the wrong moment,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to choose her words carefully,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to sulk without admitting it,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to know exactly when Jay is sulking,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to change his mind last minute,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to stick to the original plan,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to make things funny when they are awkward,Personality,True or False,True | False,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"true-false, date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to notice when someone is being fake,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to forgive quickly,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to forgive but not forget,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to want attention when bored,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to pretend she does not want attention,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to start a debate for no reason,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to win a debate without raising her voice,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to start flirting first in the morning?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to send a risky text during the day?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to turn cuddling into something more?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to suggest trying something new in bed?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to get shy after saying something filthy?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to enjoy teasing the other slowly?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to make the first move after a date night?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,Who Is More Likely
Questions,Normal Game,Who is more likely to be more adventurous when relaxed?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to want the lights on?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to want the lights off?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to start kissing first?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"spicy-night, final-round",spicy-escalation,bedroom-intimacy,Who Is More Likely
Questions,Normal Game,Who is more likely to make the other blush in public?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to talk dirty first?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to be the bigger tease?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to want a quickie?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to prefer a long build-up?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to be harder to resist?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to get turned on by compliments?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to be more dominant when in the mood?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to act innocent while being naughty?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to enjoy being chased?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to enjoy taking control?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to whisper something dirty?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to start something when you are meant to be leaving?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to remember a bedroom compliment forever?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to be louder during intimacy?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to want affection straight after?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to be in the mood after an argument is fixed?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to secretly enjoy being told what to do?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to make the other lose focus with one look?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to suggest a fantasy first?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"spicy-night, final-round",spicy-escalation,bedroom-intimacy,Who Is More Likely
Questions,Normal Game,Who is more likely to keep a fantasy private until asked?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"spicy-night, final-round",spicy-escalation,bedroom-intimacy,Who Is More Likely
Questions,Normal Game,Who is more likely to enjoy playful biting?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to enjoy slow kissing more?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"spicy-night, final-round",spicy-escalation,bedroom-intimacy,Who Is More Likely
Questions,Normal Game,Who is more likely to make the other beg for attention?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,Who Is More Likely
Questions,Normal Game,Who is more likely to get turned on at the worst possible time?,Sexual,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,Who Is More Likely
