Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
True or False,1182,182,Jay would secretly enjoy a bit of jealousy in a relationship even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1183,183,Kim has been tempted by someone they shouldn't have been even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1184,184,Jay would flirt just to test their confidence even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1185,185,Kim has imagined a risky scenario with someone else even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1186,186,Jay enjoys pushing boundaries in subtle ways even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1187,187,Kim has kept something back to stay in control even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1188,188,Jay would take a risk if the moment felt exciting even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1189,189,Kim has replayed a moment wishing they acted differently even if it crossed a line slightly.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1190,190,Jay enjoys being unpredictable in relationships even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1191,191,Kim would test the other person without them knowing even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1192,192,Jay has acted more confident than they felt even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1193,193,Kim enjoys attention more than they admit even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1194,194,Jay would struggle to admit being wrong even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1195,195,Kim has done something purely for the thrill even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1196,196,Jay enjoys teasing and creating tension even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1197,197,Kim would get jealous but try to hide it even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1198,198,Jay has imagined a different version of their life even if it crossed a line slightly.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1199,199,Kim enjoys having control in situations even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1200,200,Jay would break routine for excitement even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1201,201,Kim has kept a secret they’ve never shared even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1202,2,Jay would secretly enjoy a bit of jealousy in a relationship even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1203,3,Kim has been tempted by someone they shouldn't have been even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1204,4,Jay would flirt just to test their confidence even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1205,5,Kim has imagined a risky scenario with someone else even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1206,6,Jay enjoys pushing boundaries in subtle ways even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
