Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Sheet,Original Question Type
Quiz,Quick Fire Quiz,Which language is primarily spoken in United Kingdom?,Geography,Multiple Choice,en | rw | uz | dz,en,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Uruguay?,Geography,Multiple Choice,ISK | ILS | UYI | DZD,UYI,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Philippines?,Geography,Multiple Choice,Manila | Alofi | Kampala | Malabo,Manila,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Bangkok?,Geography,Multiple Choice,Thailand | Jordan | Norfolk Island | Paraguay,Thailand,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Svalbard and Jan Mayen?,Geography,Multiple Choice,ro | dv | no | sv,no,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Kazakhstan?,Geography,Multiple Choice,hi | kk | de | km,kk,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Zambia?,Geography,Multiple Choice,Fiji | Madagascar | MOZ | Egypt,MOZ,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which element has the chemical symbol C?,Science,Multiple Choice,Bromine | Carbon | Copper | Potassium,Carbon,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What does the acronym WAN stand for?,Technology,Text Answer,,Wide Area Network,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country is most closely associated with Schnitzel?,Food,Multiple Choice,Turkey | Austria | Japan | Spain,Austria,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the chemical symbol for Nitrogen?,Science,Text Answer,,N,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What type of animal is a penguin?,Animals,Multiple Choice,reptile | mammal | bird | mollusk,bird,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Saudi Arabia?,Geography,Multiple Choice,YEM | South Africa | Western Sahara | Antigua and Barbuda,YEM,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Kuwait?,Geography,Multiple Choice,NPR | CLF | KWD | MZN,KWD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Mauritania?,Geography,Multiple Choice,ps | fr | ar | sm,ar,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which element has the chemical symbol Ge?,Science,Multiple Choice,Magnesium | Germanium | Uranium | Phosphorus,Germanium,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Réunion?,Geography,Multiple Choice,RSD | BRL | CRC | EUR,EUR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Oman located?,Geography,Multiple Choice,Americas | Asia | Europe | Oceania,Asia,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital Tokyo?,Geography,Multiple Choice,Gabon | Japan | Kenya | Qatar,Japan,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the capital of Slovenia?,Geography,Multiple Choice,Ljubljana | Santo Domingo | Brasília | Port Louis,Ljubljana,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Bermuda?,Geography,Multiple Choice,sq | bn | en | fr,en,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Colombia?,Geography,Multiple Choice,es | rs | et | id,es,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Guatemala?,Geography,Multiple Choice,Tashkent | Bishkek | Wellington | Guatemala City,Guatemala City,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of these words is a synonym of slow?,Language,Multiple Choice,large | detest | deceitful | sluggish,sluggish,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Mozambique?,Geography,Multiple Choice,kk | sv | ga | pt,pt,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Antigua and Barbuda?,Geography,Multiple Choice,GIP | CUC | JPY | XCD,XCD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Bamako?,Geography,Multiple Choice,Armenia | American Samoa | Botswana | Mali,Mali,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Senegal?,Geography,Multiple Choice,Sudan | MLI | Denmark | Central African Republic,MLI,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Germany?,Geography,Multiple Choice,NPR | DOP | GEL | EUR,EUR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Iceland?,Geography,Multiple Choice,TOP | SVC | NZD | ISK,ISK,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the chemical symbol for Platinum?,Science,Text Answer,,Pt,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Thailand?,Geography,Multiple Choice,MYS | Latvia | Niger | Eritrea,MYS,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Mongolia?,Geography,Multiple Choice,Martinique | Cambodia | CHN | British Indian Ocean Territory,CHN,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Bhutan?,Geography,Multiple Choice,El Aaiún | Antananarivo | Thimphu | Asmara,Thimphu,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of these words is a synonym of happy?,Language,Multiple Choice,chilly | content | difficult | complicated,content,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Afghanistan?,Geography,Multiple Choice,bi | sl | ps | nl,ps,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Tripoli?,Geography,Multiple Choice,British Indian Ocean Territory | Poland | Libya | Sierra Leone,Libya,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital Lisbon?,Geography,Multiple Choice,Norfolk Island | Portugal | Kenya | Burkina Faso,Portugal,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital Santiago?,Geography,Multiple Choice,Haiti | Anguilla | Chile | Ireland,Chile,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the currency of Hungary?,Geography,Multiple Choice,BBD | AMD | HUF | DZD,HUF,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Beirut?,Geography,Multiple Choice,Malawi | Gibraltar | Lebanon | Switzerland,Lebanon,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the currency of Mayotte?,Geography,Multiple Choice,EUR | NIO | KMF | OMR,EUR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What type of animal is a frog?,Animals,Multiple Choice,insect | fish | amphibian | reptile,amphibian,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Indonesia?,Geography,Multiple Choice,Solomon Islands | MYS | British Indian Ocean Territory | Tajikistan,MYS,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Bats are blind.,Everyday,True or False,TRUE | FALSE,FALSE,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the chemical symbol for Carbon?,Science,Text Answer,,C,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Mali?,Geography,Multiple Choice,Bamako | San Salvador | Nicosia | Berlin,Bamako,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Bahrain located?,Geography,Multiple Choice,Asia | Americas | Africa | Oceania,Asia,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Belgium?,Geography,Multiple Choice,hi | nl | kk | ru,nl,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Saint Vincent and the Grenadines?,Geography,Multiple Choice,Kingstown | Lusaka | London | Vienna,Kingstown,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Kyrgyzstan?,Geography,Multiple Choice,Aruba | UZB | Jordan | Saint Vincent and the Grenadines,UZB,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Sudan?,Geography,Multiple Choice,Tajikistan | Bahrain | CAF | Slovakia,CAF,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Syrian Arab Republic?,Geography,Multiple Choice,ar | sl | tg | af,ar,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Grenada?,Geography,Multiple Choice,St. George's | Ulan Bator | Beijing | Kathmandu,St. George's,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Tokelau?,Geography,Multiple Choice,DZD | SGD | JMD | NZD,NZD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Zimbabwe?,Geography,Multiple Choice,Vilnius | San Juan | Douglas | Harare,Harare,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Who wrote the book 'Pride and Prejudice'?,Literature,Multiple Choice,Harper Lee | Leo Tolstoy | Jane Austen | Miguel de Cervantes,Jane Austen,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book '1984'?,Literature,Multiple Choice,George Orwell | Paulo Coelho | Dan Brown | Leo Tolstoy,George Orwell,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'To Kill a Mockingbird'?,Literature,Multiple Choice,Bram Stoker | Ray Bradbury | Charles Dickens | Harper Lee,Harper Lee,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'The Great Gatsby'?,Literature,Multiple Choice,F. Scott Fitzgerald | Charles Dickens | Leo Tolstoy | Charlotte Brontë,F. Scott Fitzgerald,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Moby-Dick'?,Literature,Multiple Choice,Gabriel García Márquez | Herman Melville | Jane Austen | George Orwell,Herman Melville,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'War and Peace'?,Literature,Multiple Choice,Lewis Carroll | Paulo Coelho | Leo Tolstoy | Harper Lee,Leo Tolstoy,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'The Catcher in the Rye'?,Literature,Multiple Choice,J.D. Salinger | Dan Brown | Oscar Wilde | F. Scott Fitzgerald,J.D. Salinger,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'The Lord of the Rings'?,Literature,Multiple Choice,Antoine de Saint-Exupéry | Emily Brontë | J.R.R. Tolkien | Charles Dickens,J.R.R. Tolkien,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Brave New World'?,Literature,Multiple Choice,Fyodor Dostoevsky | Aldous Huxley | Herman Melville | Gustave Flaubert,Aldous Huxley,TRUE,2,playful,future,"entertainment, fun, lifestyle, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Who wrote the book 'Crime and Punishment'?,Literature,Multiple Choice,Fyodor Dostoevsky | Dan Brown | Bram Stoker | Herman Melville,Fyodor Dostoevsky,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'The Hobbit'?,Literature,Multiple Choice,Jane Austen | Charles Dickens | Ray Bradbury | J.R.R. Tolkien,J.R.R. Tolkien,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Anna Karenina'?,Literature,Multiple Choice,Charlotte Brontë | Harper Lee | J.D. Salinger | Leo Tolstoy,Leo Tolstoy,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'The Picture of Dorian Gray'?,Literature,Multiple Choice,J.R.R. Tolkien | Miguel de Cervantes | Oscar Wilde | Victor Hugo,Oscar Wilde,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Les Misérables'?,Literature,Multiple Choice,Victor Hugo | Paulo Coelho | J.R.R. Tolkien | Herman Melville,Victor Hugo,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Great Expectations'?,Literature,Multiple Choice,George Orwell | Mary Shelley | Charles Dickens | Fyodor Dostoevsky,Charles Dickens,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Alice's Adventures in Wonderland'?,Literature,Multiple Choice,J.D. Salinger | Lewis Carroll | Fyodor Dostoevsky | Gabriel García Márquez,Lewis Carroll,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Dracula'?,Literature,Multiple Choice,Vladimir Nabokov | Jane Austen | Bram Stoker | Leo Tolstoy,Bram Stoker,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Frankenstein'?,Literature,Multiple Choice,Mary Shelley | Charlotte Brontë | Gabriel García Márquez | Leo Tolstoy,Mary Shelley,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
Quiz,Quick Fire Quiz,Who wrote the book 'Don Quixote'?,Literature,Multiple Choice,Jane Austen | Miguel de Cervantes | Charles Dickens | Ray Bradbury,Miguel de Cervantes,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,,
